10, 0
1429, 1494
75, 80
10, 0
24101, 25211
405, 434
10, 7
195, 185
48, 64
10, 0
10, 5
24087, 25231
48757, 51444
48989, 51295
36103, 37888
48716, 51580
48621, 51200
48652, 50955
49012, 51355
48917, 51265
48841, 51073
49124, 51363
48953, 51061
48356, 51445
48927, 50991
49055, 51817
48684, 51319
49121, 50764
48921, 51223
49000, 51356
48394, 51405
48567, 51194
48946, 51593
48770, 50959
48756, 51051
49048, 51320
48569, 51232
48830, 51558
49170, 51337
48572, 51457
49066, 51098
48846, 50909
48964, 51259
49213, 51114
49079, 51094
48935, 51239
48371, 51261
48584, 51319
48765, 50973
48809, 51004
48832, 51140
48749, 51391
48561, 51026
48844, 51262
48660, 51274
49089, 51457
48907, 51874
49031, 51225
48515, 51116
48698, 51476
48669, 51194
48549, 50863
48513, 51124
48895, 51342
48752, 50784
48975, 51079
48945, 51374
48690, 51211
48722, 51282
48628, 51107
48380, 50939
48587, 51274
48589, 51101
48604, 51477
48644, 51196
48808, 51594
48376, 51152
48772, 51213
48967, 51170
48490, 51158
48763, 51150
48938, 51053
48818, 51452
48679, 51059
48975, 51070
48819, 50898
48614, 51650
48140, 51003
48758, 51069
48659, 51046
48843, 50989
48634, 51171
48263, 51206
48866, 50940
48674, 51140
48721, 51134
48691, 50925
49077, 51337
48751, 51262
48401, 51113
48481, 51038
48418, 50955
48389, 51325
48586, 51074
48720, 51593
48631, 51361
48668, 51849
48680, 51621
48642, 51702
48846, 51302
49055, 51248
48520, 51046
49214, 51750
48351, 51058
48974, 51205
48742, 51296
48492, 51269
48517, 51210
49106, 51098
48732, 50985
48866, 51323
48973, 51806
48449, 51350
48838, 51097
48872, 51459
48552, 50502
48637, 51144
49204, 51392
48421, 51539
49164, 51041
48657, 51048
48609, 50772
48649, 51334
48500, 51239
49014, 51415
48445, 50994
48961, 50733
48926, 51291
48696, 51350
48453, 51072
48916, 51618
48767, 50836
48877, 51205
48392, 51297
48300, 50830
48563, 51707
48690, 51116
48143, 50983
49103, 51156
48745, 51425
48794, 51156
48389, 51447
48607, 51378
49272, 51254
48605, 51319
48814, 51634
48768, 51246
48690, 51862
48806, 51460
49162, 50934
48962, 51043
49123, 50984
48700, 51003
48744, 51414
48366, 51109
48727, 51411
48435, 51243
48690, 51129
49085, 51175
48387, 51345
48877, 51313
49044, 51078
48895, 51733
48679, 51270
49095, 51016
48888, 51619
48600, 51093
48543, 51723
48876, 51045
48832, 51489
48789, 51424
48616, 51054
48904, 51238
48519, 51511
48617, 51483
48687, 50994
48391, 51417
48320, 50882
48900, 50705
48899, 51042
48712, 51321
49012, 51177
48407, 51234
48745, 51093
48741, 51117
48814, 51205
48945, 51505
48676, 50924
48633, 51318
48812, 50966
48793, 51175
48745, 51006
48726, 51299
48530, 51549
48850, 51467
48759, 51496
48536, 51452
48258, 51226
48630, 50887
48607, 51479
48541, 51184
48526, 51113
48940, 51031
48656, 51099
48767, 50851
48519, 51254
48642, 51441
49080, 51647
48368, 51242
48836, 51358
48673, 51289
