100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 1
27, 15.8197, 2, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 1
100, 17.2215, 2, 1, 1, 0
100, 0, 1, 00, 0, 3
1, 11.9112, 2, 1, 1, 0
1, 11.9017, 3, 1, 1, 0
18, 15.5099, 4, 1, 1, 0
100, 0, 1, 00, 0, 4
98, 17.0161, 2, 1, 1, 0
2, 13.5027, 3, 1, 1, 0
324, 19.3308, 4, 1, 1, 0
298, 18.2635, 5, 1, 1, 0
100, 0, 1, 00, 0, 4
1, 12.7383, 2, 1, 1, 0
1, 12.2506, 3, 1, 1, 0
16, 15.2045, 4, 1, 1, 0
2, 12.5416, 5, 1, 1, 0
100, 0, 1, 00, 0, 5
1, 13.0232, 2, 1, 1, 0
263, 18.2307, 3, 1, 1, 0
91, 17.1179, 4, 1, 1, 0
129, 17.4787, 5, 1, 1, 0
11, 14.9971, 6, 1, 1, 0
100, 0, 1, 00, 0, 1
3, 13.2571, 2, 1, 1, 0
100, 0, 1, 00, 0, 1
5, 14.2574, 2, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 1
68, 17.1201, 2, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 2
4, 13.8779, 2, 1, 1, 0
16, 15.7622, 3, 1, 1, 0
100, 0, 1, 00, 0, 1
296, 19.0927, 2, 1, 1, 0
100, 0, 1, 00, 0, 1
35, 16.3993, 2, 1, 1, 0
100, 0, 1, 00, 0, 1
234, 18.1187, 2, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 4
2, 12.2066, 2, 1, 1, 0
7, 15.1486, 3, 1, 1, 0
310, 19.5166, 4, 1, 1, 0
1, 12.9395, 5, 1, 1, 0
100, 0, 1, 00, 0, 2
7, 14.8633, 2, 1, 1, 0
1, 11.1819, 3, 1, 1, 0
100, 0, 1, 00, 0, 0
