100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 2
32656, 10.3903, 2, 1, 1, 0
2455, 7.80698, 3, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 3
229758, 12.3404, 2, 1, 1, 0
14505, 9.58455, 3, 1, 1, 0
999972, 14.9532, 4, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 1
1998, 7.57261, 2, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 1
588664, 13.2818, 2, 1, 1, 0
100, 0, 1, 00, 0, 1
117, 4.82567, 2, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 1
363486, 12.7994, 2, 1, 1, 0
100, 0, 1, 00, 0, 2
1934, 7.58586, 2, 1, 1, 0
82513, 11.3197, 3, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 1
824004, 13.6167, 2, 1, 1, 0
100, 0, 1, 00, 0, 1
333, 5.90499, 2, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 3
185, 5.13905, 2, 1, 1, 0
619068, 13.3318, 3, 1, 1, 0
4306, 8.31418, 4, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 1
12037, 9.38965, 2, 1, 1, 0
100, 0, 1, 00, 0, 1
3, 1.78623, 2, 1, 1, 0
100, 0, 1, 00, 0, 1
1973, 7.59469, 2, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 1
3286, 8.08451, 2, 1, 1, 0
100, 0, 1, 00, 0, 3
