100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 2
37553, 12.8369, 2, 1, 1, 0
282, 7.95174, 3, 1, 1, 0
100, 0, 1, 00, 0, 1
28670, 12.5585, 2, 1, 1, 0
100, 0, 1, 00, 0, 4
1501, 9.59047, 2, 1, 1, 0
100150, 14.3118, 3, 1, 1, 0
62, 6.42706, 4, 1, 1, 0
1, 3.29844, 5, 1, 1, 0
100, 0, 1, 00, 0, 1
23574, 12.3608, 2, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 2
5381, 10.8824, 2, 1, 1, 0
3, 4.04396, 3, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 1
52480, 13.1667, 2, 1, 1, 0
100, 0, 1, 00, 0, 1
60, 6.41672, 2, 1, 1, 0
100, 0, 1, 00, 0, 1
332, 7.99264, 2, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 1
25475, 12.4431, 2, 1, 1, 0
100, 0, 1, 00, 0, 1
10, 4.1991, 2, 1, 1, 0
100, 0, 1, 00, 0, 1
3795, 10.5336, 2, 1, 1, 0
100, 0, 1, 00, 0, 1
46, 6.31066, 2, 1, 1, 0
100, 0, 1, 00, 0, 1
357, 8.20276, 2, 1, 1, 0
100, 0, 1, 00, 0, 1
1, 3.07989, 2, 1, 1, 0
100, 0, 1, 00, 0, 2
39058, 12.8683, 2, 1, 1, 0
945, 9.13693, 3, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 1
740, 8.8647, 2, 1, 1, 0
100, 0, 1, 00, 0, 2
10, 4.55709, 2, 1, 1, 0
117, 7.04295, 3, 1, 1, 0
100, 0, 1, 00, 0, 1
21, 5.38486, 2, 1, 1, 0
100, 0, 1, 00, 0, 2
45, 6.18578, 2, 1, 1, 0
48, 6.08286, 3, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 2
4, 3.64506, 2, 1, 1, 0
5, 3.56353, 3, 1, 1, 0
100, 0, 1, 00, 0, 2
3413, 10.4001, 2, 1, 1, 0
9, 4.2946, 3, 1, 1, 0
100, 0, 1, 00, 0, 1
5, 3.9229, 2, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 2
3314, 10.4066, 2, 1, 1, 0
5942, 10.9791, 3, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 1
14, 5.13065, 2, 1, 1, 0
100, 0, 1, 00, 0, 3
474, 8.41969, 2, 1, 1, 0
1711, 9.74424, 3, 1, 1, 0
114, 6.88216, 4, 1, 1, 0
100, 0, 1, 00, 0, 2
9233, 11.4384, 2, 1, 1, 0
2, 2.09688, 3, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 3
44, 5.94624, 2, 1, 1, 0
7, 4.67083, 3, 1, 1, 0
973, 9.23904, 4, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 3
100112, 14.5152, 2, 1, 1, 0
697, 8.96046, 3, 1, 1, 0
43, 5.96368, 4, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 1
46, 6.31576, 2, 1, 1, 0
100, 0, 1, 00, 0, 2
12, 4.60714, 2, 1, 1, 0
1, 1.61809, 3, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 2
2, 2.53487, 2, 1, 1, 0
2, 3.00568, 3, 1, 1, 0
100, 0, 1, 00, 0, 1
99871, 14.7893, 2, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 1
56600, 13.2461, 2, 1, 1, 0
100, 0, 1, 00, 0, 1
14, 4.54091, 2, 1, 1, 0
100, 0, 1, 00, 0, 3
178, 7.47947, 2, 1, 1, 0
83, 6.62994, 3, 1, 1, 0
97360, 13.7792, 4, 1, 1, 0
100, 0, 1, 00, 0, 4
2, 2.21561, 2, 1, 1, 0
10, 5.0322, 3, 1, 1, 0
7526, 11.2289, 4, 1, 1, 0
32, 5.69626, 5, 1, 1, 0
100, 0, 1, 00, 0, 2
70, 6.57839, 2, 1, 1, 0
3, 2.39578, 3, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 2
1, 0.699623, 2, 1, 1, 0
16, 4.89599, 3, 1, 1, 0
100, 0, 1, 00, 0, 2
99703, 14.3082, 2, 1, 1, 0
781, 8.93872, 3, 1, 1, 0
100, 0, 1, 00, 0, 2
1, 3.19873, 2, 1, 1, 0
10317, 11.531, 3, 1, 1, 0
100, 0, 1, 00, 0, 3
34370, 12.7323, 2, 1, 1, 0
