10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
1, 14.3021, 2, 1, 1
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
1, 14.9232, 2, 1, 1
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
1, 13.6309, 2, 1, 1
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
10000, 0, 1, 00, 0
