1, 0, 1, 00, 0
1, 0, 1, 00, 0
2, 39.4306, 2, 1, 1
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
3, 38.2234, 2, 1, 1
1, 36.1466, 3, 1, 1
1, 0, 1, 00, 0
1, 0, 1, 00, 0
2, 39.68, 2, 1, 1
1, 33.4694, 3, 1, 1
1, 37.6373, 4, 1, 1
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 36.6695, 2, 1, 1
1, 37.8549, 3, 1, 1
2, 76.4983, 4, 2, 2
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 36.757, 2, 1, 1
1, 38.3737, 3, 1, 1
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 38.6484, 2, 1, 1
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
3, 38.3006, 2, 1, 1
2, 73.4642, 3, 2, 2
1, 70.6657, 4, 2, 2
1, 0, 1, 00, 0
1, 36.533, 2, 1, 1
1, 39.019, 3, 1, 1
1, 0, 1, 00, 0
2, 36.6346, 2, 1, 1
1, 72.8154, 3, 2, 2
1, 0, 1, 00, 0
2, 36.1708, 2, 1, 1
4, 38.3403, 3, 1, 1
1, 0, 1, 00, 0
2, 39.5207, 2, 1, 1
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 33.7813, 2, 1, 1
1, 0, 1, 00, 0
1, 35.546, 2, 1, 1
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 37.9001, 2, 1, 1
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 35.949, 2, 1, 1
2, 38.0073, 3, 1, 1
1, 73.3628, 4, 3, 2
2, 112.985, 5, 4, 3
1, 0, 1, 00, 0
1, 0, 1, 00, 0
2, 36.2787, 2, 1, 1
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
2, 38.9896, 2, 1, 1
2, 75.8037, 3, 2, 2
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
2, 36.5575, 2, 1, 1
1, 39.736, 3, 1, 1
1, 71.9334, 4, 3, 2
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
2, 38.6641, 2, 1, 1
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 37.3154, 2, 1, 1
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 32.8627, 2, 1, 1
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
3, 39.8196, 2, 1, 1
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 36.6559, 2, 1, 1
4, 76.255, 3, 2, 2
2, 73.7186, 4, 2, 2
1, 71.7789, 5, 2, 2
2, 109.195, 6, 4, 3
1, 138.895, 7, 6, 4
1, 145.852, 8, 6, 4
2, 175.411, 9, 7, 5
2, 176.241, 10, 7, 5
1, 0, 1, 00, 0
2, 38.4778, 2, 1, 1
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 37.2113, 2, 1, 1
2, 39.2143, 3, 1, 1
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
3, 39.4492, 2, 1, 1
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
4, 38.4837, 2, 1, 1
1, 31.8431, 3, 1, 1
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 39.0273, 2, 1, 1
4, 38.4843, 3, 1, 1
1, 74.5969, 4, 3, 2
1, 113.246, 5, 4, 3
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
2, 39.8164, 2, 1, 1
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
7, 39.72, 2, 1, 1
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 35.3886, 2, 1, 1
3, 39.3809, 3, 1, 1
1, 0, 1, 00, 0
2, 39.1431, 2, 1, 1
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 37.4197, 2, 1, 1
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 0, 1, 00, 0
1, 38.3723, 2, 1, 1
2, 39.2414, 3, 1, 1
1, 73.9411, 4, 3, 2
1, 108.353, 5, 4, 3
1, 0, 1, 00, 0
2, 31.1268, 2, 1, 1
3, 68.1682, 3, 2, 2
