10, 0
13, 9
162, 117
399, 304
11, 3
10, 0
7, 7
29, 19
392, 281
10, 0
13, 3
10, 0
224, 185
10, 0
54, 39
10, 0
9, 1
360, 327
10, 0
369, 291
1274, 1089
10, 0
11, 8
10, 0
420, 307
68, 59
1350, 1053
360, 296
123, 67
10, 0
14, 7
8, 10
2943, 2366
10, 0
11, 15
10, 0
30, 28
7, 6
1998, 1592
10, 0
4465, 3697
10, 0
53, 47
2820, 2351
10, 0
14, 7
10, 0
17, 2
155, 119
551, 454
10, 0
357, 315
571, 476
4, 10
75, 52
10, 0
12, 4
29, 25
10, 0
11, 7
69, 57
10, 0
4368, 3688
10, 0
12, 2
19, 22
4510, 3620
2021, 1624
9, 6
2016, 1587
840, 716
10, 0
549, 466
165, 161
10, 0
20, 17
11, 8
10, 0
93, 90
159, 117
17, 12
10, 5
10, 0
171, 109
10, 0
48, 36
11, 9
10, 0
271, 194
10, 0
32, 26
4478, 3645
586, 467
10, 0
61, 76
6, 7
5, 5
10, 0
27, 20
6, 8
12, 8
10, 0
6, 6
109, 78
10, 0
17, 5
10, 0
525, 421
8, 4
18, 4
8, 9
10, 0
169, 143
54, 43
10, 0
1284, 1087
4422, 3622
149, 139
10, 0
9, 4
7, 7
54, 57
10, 0
345, 297
11, 11
10, 0
162, 147
10, 0
574, 451
10, 0
13, 12
10, 0
1998, 1582
10, 0
1226, 1033
13, 8
10, 0
1880, 1590
8, 5
10, 0
2943, 2509
36, 45
4347, 3744
158, 138
10, 0
12, 4
145, 140
19, 13
15, 6
10, 0
1258, 962
14, 10
10, 0
20, 7
10, 0
1888, 1645
4393, 3633
2838, 2422
10, 0
254, 209
33, 24
7, 4
4438, 3654
10, 0
361, 262
252, 204
10, 0
18, 17
3, 6
6, 0
15, 14
10, 0
9, 5
10, 0
263, 191
158, 138
5, 2
10, 0
57, 38
832, 754
10, 0
11, 7
103, 106
10, 0
8, 4
4528, 3639
594, 449
858, 679
10, 0
12, 5
10, 0
148, 136
10, 0
2029, 1689
10, 0
13, 4
12, 4
10, 0
13, 4
533, 455
29, 12
53, 40
10, 0
19, 8
108, 77
7, 11
4515, 3685
10, 0
13, 10
20, 21
391, 282
10, 0
102, 85
1993, 1631
363, 306
10, 5
4622, 3720
10, 0
167, 131
164, 146
13, 12
10, 0
13, 9
171, 147
10, 0
7, 4
112, 93
10, 0
78, 63
2983, 2379
10, 0
1967, 1611
1268, 1063
10, 0
57, 66
6, 7
248, 217
10, 0
104, 88
160, 134
76, 60
10, 0
12, 3
7, 8
10, 0
21, 23
252, 191
1294, 1099
345, 291
40, 38
10, 0
2921, 2479
32, 29
8, 10
412, 319
348, 315
10, 0
18, 8
11, 7
115, 100
10, 0
16, 14
10, 0
11, 6
6, 2
10, 0
11, 4
25, 7
12, 5
10, 0
85, 63
10, 5
8, 5
18, 17
10, 0
4442, 3780
10, 0
60, 57
44, 43
10, 0
11, 5
64, 54
10, 0
11, 4
5, 7
10, 0
3015, 2423
10, 0
12, 9
128, 93
10, 0
30, 32
10, 0
1993, 1607
1959, 1559
10, 0
2997, 2388
10, 2
7, 9
10, 0
2921, 2378
10, 0
1944, 1547
69, 68
12, 3
10, 0
381, 287
10, 0
11, 6
10, 6
10, 0
112, 96
12, 6
1345, 1076
1292, 1044
120, 88
10, 0
405, 264
1987, 1652
33, 26
11, 8
10, 0
8, 5
32, 32
1976, 1588
10, 0
3, 8
30, 29
10, 0
400, 326
2938, 2470
10, 0
2930, 2461
10, 0
9, 8
10, 0
34, 45
1893, 1637
9, 4
