100, 0, 1, 00, 0, 3
6, 3.82809, 2, 1, 1, 0
7055, 11.1574, 3, 1, 1, 0
4, 2.93074, 4, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 1
4, 3.56935, 2, 1, 1, 0
100, 0, 1, 00, 0, 3
6714, 11.0957, 2, 1, 1, 0
12, 4.43531, 3, 1, 1, 0
100447, 14.1789, 4, 1, 1, 0
100, 0, 1, 00, 0, 3
9004, 11.3884, 2, 1, 1, 0
3988, 10.5725, 3, 1, 1, 0
9, 4.61314, 4, 1, 1, 0
100, 0, 1, 00, 0, 5
20, 5.64984, 2, 1, 1, 0
11, 4.39734, 3, 1, 1, 0
1872, 9.84674, 4, 1, 1, 0
3061, 10.3213, 5, 1, 1, 0
139, 7.15265, 6, 1, 1, 0
100, 0, 1, 00, 0, 3
1190, 9.43699, 2, 1, 1, 0
1, 2.35369, 3, 1, 1, 0
64877, 13.3821, 4, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 1
100411, 14.1914, 2, 1, 1, 0
100, 0, 1, 00, 0, 2
27, 5.44681, 2, 1, 1, 0
1540, 9.60638, 3, 1, 1, 0
100, 0, 1, 00, 0, 2
22, 5.61854, 2, 1, 1, 0
2092, 9.938, 3, 1, 1, 0
100, 0, 1, 00, 0, 3
62, 6.4829, 2, 1, 1, 0
24117, 12.3839, 3, 1, 1, 0
7369, 11.2136, 4, 1, 1, 0
100, 0, 1, 00, 0, 4
35923, 12.7885, 2, 1, 1, 0
56, 6.51939, 3, 1, 1, 0
100048, 14.6179, 4, 1, 1, 0
3, 4.25664, 5, 1, 1, 0
100, 0, 1, 00, 0, 3
38670, 12.8631, 2, 1, 1, 0
100146, 14.9121, 3, 1, 1, 0
811, 9.00844, 4, 1, 1, 0
100, 0, 1, 00, 0, 2
9, 4.53888, 2, 1, 1, 0
100321, 14.4454, 3, 1, 1, 0
100, 0, 1, 00, 0, 2
3012, 10.3091, 2, 1, 1, 0
13202, 11.7815, 3, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 1
25, 5.6014, 2, 1, 1, 0
100, 0, 1, 00, 0, 4
3977, 10.5975, 2, 1, 1, 0
3, 3.09169, 3, 1, 1, 0
38099, 12.8463, 4, 1, 1, 0
1, 1.92126, 5, 1, 1, 0
100, 0, 1, 00, 0, 2
9392, 11.44, 2, 1, 1, 0
70, 6.24497, 3, 1, 1, 0
100, 0, 1, 00, 0, 2
4085, 10.5937, 2, 1, 1, 0
51, 6.31097, 3, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 3
38791, 12.8592, 2, 1, 1, 0
32, 5.91075, 3, 1, 1, 0
64858, 13.379, 4, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 4
2, 2.12759, 2, 1, 1, 0
99610, 14.3743, 3, 1, 1, 0
26, 5.61553, 4, 1, 1, 0
3, 3.60204, 5, 1, 1, 0
100, 0, 1, 00, 0, 3
5018, 10.8256, 2, 1, 1, 0
2, 2.42113, 3, 1, 1, 0
212, 7.73628, 4, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 3
1, 2.03004, 2, 1, 1, 0
11, 5.04221, 3, 1, 1, 0
39, 5.60756, 4, 1, 1, 0
100, 0, 1, 00, 0, 3
21863, 12.29, 2, 1, 1, 0
48, 6.25916, 3, 1, 1, 0
72, 6.54044, 4, 1, 1, 0
100, 0, 1, 00, 0, 2
25265, 12.4368, 2, 1, 1, 0
249, 7.74704, 3, 1, 1, 0
100, 0, 1, 00, 0, 1
86, 6.77055, 2, 1, 1, 0
100, 0, 1, 00, 0, 1
11900, 11.6777, 2, 1, 1, 0
100, 0, 1, 00, 0, 2
891, 9.01815, 2, 1, 1, 0
71, 6.60311, 3, 1, 1, 0
100, 0, 1, 00, 0, 4
36, 5.69812, 2, 1, 1, 0
7869, 11.2681, 3, 1, 1, 0
99712, 14.1008, 4, 1, 1, 0
3, 3.59976, 5, 1, 1, 0
100, 0, 1, 00, 0, 2
11, 4.44399, 2, 1, 1, 0
99305, 14.5365, 3, 1, 1, 0
100, 0, 1, 00, 0, 5
2671, 10.2124, 2, 1, 1, 0
10, 4.55608, 3, 1, 1, 0
803, 9.00703, 4, 1, 1, 0
4, 4.41347, 5, 1, 1, 0
4956, 10.8105, 6, 1, 1, 0
100, 0, 1, 00, 0, 1
100431, 14.0408, 2, 1, 1, 0
100, 0, 1, 00, 0, 1
2, 2.70884, 2, 1, 1, 0
100, 0, 1, 00, 0, 1
23274, 12.3544, 2, 1, 1, 0
100, 0, 1, 00, 0, 3
19666, 12.18, 2, 1, 1, 0
450, 8.39559, 3, 1, 1, 0
1, 0.991566, 4, 1, 1, 0
100, 0, 1, 00, 0, 4
31640, 12.6594, 2, 1, 1, 0
81, 6.84101, 3, 1, 1, 0
1, 0.189282, 4, 1, 1, 0
