100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 1
31, 10.6062, 2, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 2
141, 11.8595, 2, 1, 1, 0
967, 13.8554, 3, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 1
8, 9.44205, 2, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 4
77, 11.3638, 2, 1, 1, 0
12, 8.83567, 3, 1, 1, 0
949, 13.7349, 4, 1, 1, 0
250, 12.3991, 5, 1, 1, 0
100, 0, 1, 00, 0, 4
4, 6.64487, 2, 1, 1, 0
10, 9.49557, 3, 1, 1, 0
228, 12.4097, 4, 1, 1, 0
402, 12.8864, 5, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 1
9, 8.59828, 2, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 4
175, 12.0526, 2, 1, 1, 0
221, 12.1313, 3, 1, 1, 0
4, 8.4626, 4, 1, 1, 0
1, 7.76685, 5, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 5
4, 8.68246, 2, 1, 1, 0
1, 6.99314, 3, 1, 1, 0
57, 10.8086, 4, 1, 1, 0
62, 10.9265, 5, 1, 1, 0
5, 9.00783, 6, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 4
1008, 13.8179, 2, 1, 1, 0
2, 7.99804, 3, 1, 1, 0
984, 14.2281, 4, 1, 1, 0
1055, 14.0906, 5, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 2
2, 6.36591, 2, 1, 1, 0
971, 14.6452, 3, 1, 1, 0
