100, 0, 1, 00, 0, 1, 15
1, 12.898, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 2, 20
1, 13.5721, 2, 1, 1, 0, 0
1, 13.7476, 3, 1, 1, 0, 268632091
100, 0, 1, 00, 0, 1, 13
1, 13.1368, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 2, 18
1, 10.0843, 2, 1, 1, 0, 0
1, 13.3069, 3, 1, 1, 0, 268632121
100, 0, 1, 00, 0, 1, 23
1, 10.9355, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 1, 23
1, 12.8619, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 3, 24
1, 14.1684, 2, 1, 1, 0, 0
2, 14.9957, 3, 1, 1, 0, 0
1, 13.5277, 4, 1, 1, 0, 0
100, 0, 1, 00, 0, 3, 24
3, 14.2335, 2, 1, 1, 0, 0
1, 14.2323, 3, 1, 1, 0, 0
1, 12.7893, 4, 1, 1, 0, 0
100, 0, 1, 00, 0, 1, 21
1, 12.8847, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 2, 14
1, 13.3982, 2, 1, 1, 0, 0
1, 13.9488, 3, 1, 1, 0, 0
100, 0, 1, 00, 0, 1, 10
1, 14.7057, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 1, 22
1, 14.723, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 0, 17
100, 0, 1, 00, 0, 4, 30
1, 12.2575, 2, 1, 1, 0, 0
1, 12.1772, 3, 1, 1, 0, 0
1, 11.1337, 4, 1, 1, 0, 0
2, 13.3721, 5, 1, 1, 0, 0
100, 0, 1, 00, 0, 2, 29
1, 14.3956, 2, 1, 1, 0, 0
1, 12.9272, 3, 1, 1, 0, 268632067
100, 0, 1, 00, 0, 0, 21
100, 0, 1, 00, 0, 3, 16
3, 13.0141, 2, 1, 1, 0, 0
3, 13.8353, 3, 1, 1, 0, 0
2, 13.5349, 4, 1, 1, 0, 0
100, 0, 1, 00, 0, 1, 24
1, 12.196, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 0, 19
100, 0, 1, 00, 0, 2, 16
1, 14.2484, 2, 1, 1, 0, 0
1, 13.6794, 3, 1, 1, 0, 0
100, 0, 1, 00, 0, 1, 20
1, 13.2073, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 0, 13
100, 0, 1, 00, 0, 2, 10
2, 14.3314, 2, 1, 1, 0, 0
1, 13.8166, 3, 1, 1, 0, 0
100, 0, 1, 00, 0, 1, 14
1, 14.1561, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 2, 20
1, 12.162, 2, 1, 1, 0, 0
4, 14.5697, 3, 1, 1, 0, 0
100, 0, 1, 00, 0, 2, 24
1, 14.6327, 2, 1, 1, 0, 0
1, 12.4649, 3, 1, 1, 0, 268697612
100, 0, 1, 00, 0, 2, 22
1, 13.7568, 2, 1, 1, 0, 0
1, 14.7271, 3, 1, 1, 0, 15
100, 0, 1, 00, 0, 0, 17
100, 0, 1, 00, 0, 1, 18
1, 14.5016, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 7, 17
2, 10.951, 2, 1, 1, 0, 0
1, 9.26387, 3, 1, 1, 0, 0
1, 11.3454, 4, 1, 1, 0, 0
1, 13.986, 5, 1, 1, 0, 0
1, 14.5656, 6, 1, 1, 0, 0
2, 14.3707, 7, 1, 1, 0, 0
1, 12.8442, 8, 1, 1, 0, 0
100, 0, 1, 00, 0, 1, 23
3, 13.3289, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 2, 12
2, 13.8216, 2, 1, 1, 0, 0
1, 10.9862, 3, 1, 1, 0, 0
100, 0, 1, 00, 0, 3, 26
1, 12.6898, 2, 1, 1, 0, 268828704
2, 14.3381, 3, 1, 1, 0, 0
1, 13.1958, 4, 1, 1, 0, 0
100, 0, 1, 00, 0, 3, 20
1, 12.4616, 2, 1, 1, 0, 0
1, 10.7057, 3, 1, 1, 0, 0
1, 11.3894, 4, 1, 1, 0, 0
100, 0, 1, 00, 0, 3, 20
3, 13.5993, 2, 1, 1, 0, 0
1, 13.8247, 3, 1, 1, 0, 0
1, 14.3722, 4, 1, 1, 0, 0
100, 0, 1, 00, 0, 3, 20
2, 11.4886, 2, 1, 1, 0, 0
1, 14.0956, 3, 1, 1, 0, 268566535
2, 14.3293, 4, 1, 1, 0, 0
100, 0, 1, 00, 0, 2, 18
2, 14.3728, 2, 1, 1, 0, 0
1, 13.4836, 3, 1, 1, 0, 268566540
100, 0, 1, 00, 0, 1, 19
1, 14.9901, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 2, 21
2, 14.8861, 2, 1, 1, 0, 0
1, 13.7314, 3, 1, 1, 0, 268566540
100, 0, 1, 00, 0, 1, 11
2, 11.3263, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 3, 17
1, 14.9903, 2, 1, 1, 0, 0
1, 13.6166, 3, 1, 1, 0, 268566540
1, 12.0063, 4, 1, 1, 0, 0
100, 0, 1, 00, 0, 1, 16
3, 14.5049, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 5, 21
1, 11.6205, 2, 1, 1, 0, 0
1, 13.6942, 3, 1, 1, 0, 268566540
1, 14.2303, 4, 1, 1, 0, 0
1, 11.8978, 5, 1, 1, 0, 0
1, 14.1733, 6, 1, 1, 0, 0
100, 0, 1, 00, 0, 1, 30
3, 14.417, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 3, 15
3, 14.161, 2, 1, 1, 0, 0
1, 14.4578, 3, 1, 1, 0, 0
1, 13.2258, 4, 1, 1, 0, 0
100, 0, 1, 00, 0, 1, 18
1, 13.3629, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 1, 17
1, 14.6381, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 3, 19
2, 14.9849, 2, 1, 1, 0, 0
1, 14.4466, 3, 1, 1, 0, 268566548
2, 13.5182, 4, 1, 1, 0, 0
100, 0, 1, 00, 0, 0, 11
100, 0, 1, 00, 0, 2, 21
3, 14.7139, 2, 1, 1, 0, 0
1, 9.76787, 3, 1, 1, 0, 268566540
100, 0, 1, 00, 0, 3, 21
2, 14.317, 2, 1, 1, 0, 0
2, 14.7966, 3, 1, 1, 0, 268566535
1, 11.4614, 4, 1, 1, 0, 0
100, 0, 1, 00, 0, 3, 22
1, 14.2701, 2, 1, 1, 0, 0
1, 12.7653, 3, 1, 1, 0, 0
2, 14.7125, 4, 1, 1, 0, 0
100, 0, 1, 00, 0, 1, 20
1, 12.1568, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 1, 11
1, 14.05, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 1, 13
1, 14.8614, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 1, 18
1, 14.8668, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 0, 13
100, 0, 1, 00, 0, 1, 20
1, 12.6892, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 1, 13
2, 13.744, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 3, 23
1, 13.0335, 2, 1, 1, 0, 0
1, 13.2094, 3, 1, 1, 0, 268566540
2, 14.1261, 4, 1, 1, 0, 0
100, 0, 1, 00, 0, 1, 13
1, 12.8452, 2, 1, 1, 0, 0
100, 0, 1, 00, 0, 3, 14
1, 14.981, 2, 1, 1, 0, 0
1, 14.4981, 3, 1, 1, 0, 0
1, 13.2964, 4, 1, 1, 0, 0
100, 0, 1, 00, 0, 4, 18
1, 13.0252, 2, 1, 1, 0, 0
3, 14.6305, 3, 1, 1, 0, 268566535
1, 14.747, 4, 1, 1, 0, 0
1, 12.4138, 5, 1, 1, 0, 0
100, 0, 1, 00, 0, 4, 18
1, 14.9883, 2, 1, 1, 0, 0
1, 14.4931, 3, 1, 1, 0, 268566532
1, 12.7078, 4, 1, 1, 0, 0
3, 14.548, 5, 1, 1, 0, 0
