10, 0
69, 69
908, 1019
7, 4
10, 0
8, 4
259, 285
10261, 11327
47417, 52486
15571, 16985
47692, 52346
47299, 53076
47349, 52602
47645, 52507
47462, 52456
47849, 52673
47329, 52915
47626, 52784
47565, 52176
47559, 52410
47288, 52142
47721, 52377
47617, 52492
47354, 52210
47437, 52387
47325, 52530
47097, 52382
47349, 52855
47628, 52002
47595, 52256
47170, 52198
47668, 52425
47673, 52140
47552, 52640
47406, 52110
47264, 52478
47234, 52573
47406, 52459
47215, 52747
47886, 52367
47506, 52329
47417, 52070
47640, 52458
47389, 52531
47678, 52529
47747, 52329
47349, 52263
47331, 52060
47097, 52595
47366, 51949
47315, 52547
47549, 52089
47754, 52720
47252, 52279
47615, 52515
47529, 52380
47546, 52419
47530, 52709
47471, 52341
47642, 52549
47742, 52289
47795, 52689
47704, 51769
47379, 52141
47611, 52706
47905, 52286
47464, 52457
47728, 52557
47431, 52345
47394, 52208
47373, 52703
47502, 52532
47451, 52220
47537, 52581
47387, 52339
47506, 52290
47357, 52628
47804, 52520
47503, 52514
47502, 52814
47599, 52570
47637, 52334
47492, 52125
47738, 52106
47334, 51991
47753, 52482
47892, 52629
47715, 52759
47567, 52124
47304, 52479
47435, 52114
47394, 52279
47311, 52803
47237, 52313
47390, 52728
47230, 52695
47952, 52717
47590, 52686
47730, 52315
47500, 52690
47652, 52543
47577, 52671
47183, 52323
47722, 52556
47219, 52428
47721, 52482
47781, 52654
47589, 52511
47351, 52810
47451, 52477
47560, 52629
47307, 52576
47614, 52641
47833, 52656
47955, 52627
47872, 52433
47406, 52707
47414, 52449
47293, 52351
47154, 52069
47115, 52712
47587, 52523
47296, 52055
47026, 52389
47411, 52120
47491, 52112
47510, 52617
47684, 52600
47568, 52177
47471, 52441
47646, 52521
47139, 52252
47331, 52516
47597, 52469
47119, 52247
47639, 52248
47353, 52719
47134, 52375
47445, 52766
47499, 52292
47623, 52639
47935, 52421
47083, 52716
47367, 52202
47645, 51964
47913, 52194
47801, 52193
47342, 52699
47540, 52278
47383, 52451
47669, 52407
47460, 52848
46907, 52850
47184, 52502
47450, 52483
47536, 52687
47502, 52855
47632, 52743
47441, 52629
47428, 52404
47362, 52732
47564, 52523
46995, 52402
47147, 52669
47567, 52202
47344, 52304
47645, 52573
47567, 52309
47463, 52453
47329, 52761
47624, 52478
47712, 52638
47180, 52310
47670, 52374
47578, 52671
47959, 52873
47328, 52074
47470, 52493
47534, 52244
47049, 52458
47384, 52316
47671, 52490
47569, 52905
47960, 52713
47551, 52714
47813, 52768
47655, 52991
47524, 52445
47839, 52616
48024, 52643
47507, 52351
47361, 52490
47584, 52485
47656, 52736
47162, 52643
47556, 52631
47234, 52692
47572, 52391
47599, 52540
47574, 52614
47125, 52782
47593, 52527
47690, 52211
47366, 52828
47395, 52529
47608, 52117
47524, 52260
47374, 52353
47506, 52111
47847, 52356
47443, 52235
47547, 52461
47867, 52477
47824, 52556
47895, 52365
47513, 52736
47315, 52712
47312, 52037
47444, 52480
46978, 52808
47353, 52205
47556, 52592
47410, 52582
47989, 52466
47640, 52834
47708, 52892
47404, 52731
47826, 52751
47512, 52166
47369, 52377
47470, 52275
47633, 52637
47234, 52291
47289, 52516
47683, 52173
47475, 52418
47636, 52853
47508, 52128
47644, 52812
47630, 52447
47228, 52635
48065, 52273
47040, 52814
47606, 52425
47448, 52627
47152, 52733
47527, 52236
47716, 52430
47304, 52316
47487, 52270
47440, 52490
47550, 52334
47629, 52611
47490, 52610
47751, 52193
47581, 52102
47713, 52266
47252, 52445
47183, 53019
47331, 52501
47904, 52885
47377, 52989
47867, 52984
47505, 52636
47221, 52431
47371, 52458
47484, 52733
47175, 52690
47541, 52751
47697, 52372
47658, 52570
47360, 52401
47436, 52462
47886, 52169
47434, 52267
47418, 52146
47590, 52215
47276, 52054
47701, 52726
47556, 52834
47509, 52281
47458, 52494
47654, 52748
47365, 52521
47576, 52653
47596, 53012
47592, 52215
47562, 52246
47288, 52695
47450, 52565
47269, 52431
47655, 52608
47615, 52534
47327, 52361
46942, 52311
47147, 52982
47539, 52665
47672, 52406
47276, 52427
47697, 52438
47667, 52490
47587, 52162
47277, 52551
47668, 52194
47368, 52142
47483, 52604
48051, 52699
47534, 52455
47677, 52214
47545, 52201
47743, 52651
47645, 52224
47348, 52593
46996, 52358
47406, 52542
47523, 52598
47462, 52518
47323, 52455
47334, 52355
47283, 52457
47555, 52418
47202, 52690
47200, 52472
47365, 52191
47787, 52509
47576, 52783
47610, 52450
47243, 52373
47574, 52610
47926, 53287
47644, 53137
47991, 52225
47677, 52557
47549, 52786
47601, 52570
47843, 52957
47432, 52216
47643, 52898
47775, 51954
46991, 52582
47508, 52505
47475, 52538
47520, 52662
47287, 52699
