100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 2
998181, 13.8125, 2, 1, 1, 0
19, 3.06883, 3, 1, 1, 0
100, 0, 1, 00, 0, 1
784, 6.65968, 2, 1, 1, 0
100, 0, 1, 00, 0, 2
180, 5.20968, 2, 1, 1, 0
2686, 7.88534, 3, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 1
615, 6.34011, 2, 1, 1, 0
100, 0, 1, 00, 0, 1
27, 2.91438, 2, 1, 1, 0
100, 0, 1, 00, 0, 1
3, 1.34335, 2, 1, 1, 0
100, 0, 1, 00, 0, 2
10, 2.37053, 2, 1, 1, 0
929645, 13.7364, 3, 1, 1, 0
100, 0, 1, 00, 0, 4
9385, 9.14588, 2, 1, 1, 0
9, 2.18006, 3, 1, 1, 0
73, 4.28939, 4, 1, 1, 0
53604, 10.8867, 5, 1, 1, 0
100, 0, 1, 00, 0, 1
1980, 7.60193, 2, 1, 1, 0
100, 0, 1, 00, 0, 1
999263, 14.9301, 2, 1, 1, 0
100, 0, 1, 00, 0, 4
10917, 9.274, 2, 1, 1, 0
42, 3.73164, 3, 1, 1, 0
12, 2.16106, 4, 1, 1, 0
125699, 11.7352, 5, 1, 1, 0
100, 0, 1, 00, 0, 1
2, 1.60711, 2, 1, 1, 0
100, 0, 1, 00, 0, 4
1001829, 14.8215, 2, 1, 1, 0
104426, 11.5426, 3, 1, 1, 0
548, 6.25548, 4, 1, 1, 0
5445, 8.61774, 5, 1, 1, 0
100, 0, 1, 00, 0, 1
246, 5.50516, 2, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 4
233927, 12.359, 2, 1, 1, 0
781029, 13.5622, 3, 1, 1, 0
2887, 7.98764, 4, 1, 1, 0
15267, 9.63342, 5, 1, 1, 0
100, 0, 1, 00, 0, 0
100, 0, 1, 00, 0, 0
